id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,prep_time_min,difficulty,ingredient_quantities,appliances,tags,instructions
211,beef_pasta_211,beef,pasta,green beans,garlic sauce,718,52,38,40,4,2,679,88,weekend,beef:200g; pasta:150g; green beans:100g; garlic sauce:75g; oil:10g,"air fryer, oven","batch-cooking, meal-prep, weekend, air fryer, oven",1. Batch cook beef (store for 2–3 meals). 2. Marinate the beef for better flavor. 3. Prepare pasta in bulk. 4. Cook green beans. 5. Combine beef with garlic sauce. 6. Serve with pasta. 7. Plate carefully and add garnish.
212,salmon_quinoa_212,salmon,quinoa,onion,cream sauce,674,56,32,36,3,2,695,16,quick,salmon:200g; quinoa:150g; onion:100g; cream sauce:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, quick, microwave, stovetop",1. Batch cook salmon (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook onion. 4. Combine salmon with cream sauce. 5. Serve with quinoa.
213,salmon_noodles_213,salmon,noodles,peppers,tomato sauce,686,50,40,36,4,2,322,10,quick,salmon:200g; noodles:150g; peppers:100g; tomato sauce:75g; oil:10g,"air fryer, stovetop, slow cooker","batch-cooking, meal-prep, quick, air fryer, stovetop, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook peppers. 4. Combine salmon with tomato sauce. 5. Serve with noodles.
214,lentils_potatoes_214,lentils,potatoes,spinach,pesto,424,18,66,10,7,3,798,12,quick,lentils:200g; potatoes:150g; spinach:100g; pesto:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook spinach. 4. Combine lentils with pesto. 5. Serve with potatoes.
215,tofu_tortilla_215,tofu,tortilla,carrots,cream sauce,544,16,75,20,8,4,759,72,weekend,tofu:200g; tortilla:150g; carrots:100g; cream sauce:75g; oil:10g,"microwave, oven","batch-cooking, meal-prep, weekend, microwave, oven",1. Batch cook tofu (store for 2–3 meals). 2. Marinate the tofu for better flavor. 3. Prepare tortilla in bulk. 4. Cook carrots. 5. Combine tofu with cream sauce. 6. Serve with tortilla. 7. Plate carefully and add garnish.
216,salmon_potatoes_216,salmon,potatoes,spinach,cream sauce,626,50,26,36,3,1,438,33,balanced,salmon:200g; potatoes:150g; spinach:100g; cream sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, balanced, air fryer, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook spinach. 4. Combine salmon with cream sauce. 5. Serve with potatoes.
217,beef_quinoa_217,beef,quinoa,spinach,tomato sauce,718,58,32,40,3,2,331,61,weekend,beef:200g; quinoa:150g; spinach:100g; tomato sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, weekend, microwave, stovetop, oven",1. Batch cook beef (store for 2–3 meals). 2. Marinate the beef for better flavor. 3. Prepare quinoa in bulk. 4. Cook spinach. 5. Combine beef with tomato sauce. 6. Serve with quinoa. 7. Plate carefully and add garnish.
218,beef_quinoa_218,beef,quinoa,broccoli,tomato sauce,718,58,32,40,3,2,671,25,quick,beef:200g; quinoa:150g; broccoli:100g; tomato sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, quick, microwave, stovetop, oven",1. Batch cook beef (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook broccoli. 4. Combine beef with tomato sauce. 5. Serve with quinoa.
219,shrimp_tortilla_219,shrimp,tortilla,zucchini,tomato sauce,600,48,75,12,8,4,440,24,quick,shrimp:200g; tortilla:150g; zucchini:100g; tomato sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, quick, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook zucchini. 4. Combine shrimp with tomato sauce. 5. Serve with tortilla.
220,turkey_pasta_220,turkey,pasta,peppers,pesto,508,58,38,14,4,2,598,36,balanced,turkey:200g; pasta:150g; peppers:100g; pesto:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, balanced, microwave, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook peppers. 4. Combine turkey with pesto. 5. Serve with pasta.
221,salmon_tortilla_221,salmon,tortilla,green beans,cream sauce,824,50,75,36,8,4,629,22,quick,salmon:200g; tortilla:150g; green beans:100g; cream sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook green beans. 4. Combine salmon with cream sauce. 5. Serve with tortilla.
222,lentils_tortilla_222,lentils,tortilla,green beans,tomato sauce,622,18,115,10,12,6,705,22,quick,lentils:200g; tortilla:150g; green beans:100g; tomato sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook green beans. 4. Combine lentils with tomato sauce. 5. Serve with tortilla.
223,turkey_rice_223,turkey,rice,onion,tomato sauce,526,58,42,14,4,2,434,78,weekend,turkey:200g; rice:150g; onion:100g; tomato sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, weekend, air fryer, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare rice in bulk. 4. Cook onion. 5. Combine turkey with tomato sauce. 6. Serve with rice. 7. Plate carefully and add garnish.
224,salmon_pasta_224,salmon,pasta,zucchini,pesto,674,50,38,36,4,2,570,35,balanced,salmon:200g; pasta:150g; zucchini:100g; pesto:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, balanced, microwave, stovetop",1. Batch cook salmon (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook zucchini. 4. Combine salmon with pesto. 5. Serve with pasta.
225,pork_rice_225,pork,rice,onion,teriyaki,726,54,42,38,4,2,388,43,balanced,pork:200g; rice:150g; onion:100g; teriyaki:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, balanced, stovetop, oven",1. Batch cook pork (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook onion. 4. Combine pork with teriyaki. 5. Serve with rice.
226,turkey_quinoa_226,turkey,quinoa,spinach,garlic sauce,508,64,32,14,3,2,753,77,weekend,turkey:200g; quinoa:150g; spinach:100g; garlic sauce:75g; oil:10g,"microwave, oven","batch-cooking, meal-prep, weekend, microwave, oven",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare quinoa in bulk. 4. Cook spinach. 5. Combine turkey with garlic sauce. 6. Serve with quinoa. 7. Plate carefully and add garnish.
227,shrimp_potatoes_227,shrimp,potatoes,carrots,garlic sauce,402,48,26,12,3,1,578,11,quick,shrimp:200g; potatoes:150g; carrots:100g; garlic sauce:75g; oil:10g,"microwave, oven","batch-cooking, meal-prep, quick, microwave, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook carrots. 4. Combine shrimp with garlic sauce. 5. Serve with potatoes.
228,pork_potatoes_228,pork,potatoes,green beans,teriyaki,660,54,26,38,3,1,328,17,quick,pork:200g; potatoes:150g; green beans:100g; teriyaki:75g; oil:10g,"air fryer, stovetop, slow cooker","batch-cooking, meal-prep, quick, air fryer, stovetop, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine pork with teriyaki. 5. Serve with potatoes.
229,tofu_noodles_229,tofu,noodles,broccoli,soy sauce,406,16,40,20,4,2,370,25,quick,tofu:200g; noodles:150g; broccoli:100g; soy sauce:75g; oil:10g,"air fryer, stovetop","batch-cooking, meal-prep, quick, air fryer, stovetop",1. Batch cook tofu (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook broccoli. 4. Combine tofu with soy sauce. 5. Serve with noodles.
230,pork_pasta_230,pork,pasta,carrots,garlic sauce,708,54,38,38,4,2,622,18,quick,pork:200g; pasta:150g; carrots:100g; garlic sauce:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, quick, air fryer, stovetop, oven",1. Batch cook pork (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine pork with garlic sauce. 5. Serve with pasta.
231,beef_noodles_231,beef,noodles,spinach,soy sauce,730,52,40,40,4,2,701,11,quick,beef:200g; noodles:150g; spinach:100g; soy sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook beef (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook spinach. 4. Combine beef with soy sauce. 5. Serve with noodles.
232,salmon_quinoa_232,salmon,quinoa,spinach,teriyaki,674,56,32,36,3,2,715,19,quick,salmon:200g; quinoa:150g; spinach:100g; teriyaki:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine salmon with teriyaki. 5. Serve with quinoa.
233,shrimp_potatoes_233,shrimp,potatoes,onion,soy sauce,402,48,26,12,3,1,752,20,quick,shrimp:200g; potatoes:150g; onion:100g; soy sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, quick, microwave, stovetop, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook onion. 4. Combine shrimp with soy sauce. 5. Serve with potatoes.
234,tofu_pasta_234,tofu,pasta,onion,pesto,394,16,38,20,4,2,576,43,balanced,tofu:200g; pasta:150g; onion:100g; pesto:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, balanced, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook onion. 4. Combine tofu with pesto. 5. Serve with pasta.
235,pork_noodles_235,pork,noodles,green beans,soy sauce,720,54,40,38,4,2,770,57,weekend,pork:200g; noodles:150g; green beans:100g; soy sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, weekend, stovetop",1. Batch cook pork (store for 2–3 meals). 2. Marinate the pork for better flavor. 3. Prepare noodles in bulk. 4. Cook green beans. 5. Combine pork with soy sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
236,lentils_tortilla_236,lentils,tortilla,carrots,teriyaki,622,18,115,10,12,6,342,21,quick,lentils:200g; tortilla:150g; carrots:100g; teriyaki:75g; oil:10g,"air fryer, oven","batch-cooking, meal-prep, quick, air fryer, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine lentils with teriyaki. 5. Serve with tortilla.
237,pork_tortilla_237,pork,tortilla,zucchini,tomato sauce,858,54,75,38,8,4,491,20,quick,pork:200g; tortilla:150g; zucchini:100g; tomato sauce:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, quick, microwave, stovetop, oven",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook zucchini. 4. Combine pork with tomato sauce. 5. Serve with tortilla.
238,shrimp_tortilla_238,shrimp,tortilla,broccoli,pesto,600,48,75,12,8,4,480,12,quick,shrimp:200g; tortilla:150g; broccoli:100g; pesto:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook broccoli. 4. Combine shrimp with pesto. 5. Serve with tortilla.
239,shrimp_quinoa_239,shrimp,quinoa,green beans,garlic sauce,450,54,32,12,3,2,515,40,balanced,shrimp:200g; quinoa:150g; green beans:100g; garlic sauce:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, balanced, air fryer, stovetop, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook green beans. 4. Combine shrimp with garlic sauce. 5. Serve with quinoa.
240,tofu_tortilla_240,tofu,tortilla,spinach,teriyaki,544,16,75,20,8,4,445,21,quick,tofu:200g; tortilla:150g; spinach:100g; teriyaki:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook tofu (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook spinach. 4. Combine tofu with teriyaki. 5. Serve with tortilla.
241,turkey_noodles_241,turkey,noodles,onion,tomato sauce,520,58,40,14,4,2,721,54,weekend,turkey:200g; noodles:150g; onion:100g; tomato sauce:75g; oil:10g,"air fryer, stovetop, slow cooker","batch-cooking, meal-prep, weekend, air fryer, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare noodles in bulk. 4. Cook onion. 5. Combine turkey with tomato sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
242,tofu_pasta_242,tofu,pasta,zucchini,tomato sauce,394,16,38,20,4,2,454,11,quick,tofu:200g; pasta:150g; zucchini:100g; tomato sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook tofu (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook zucchini. 4. Combine tofu with tomato sauce. 5. Serve with pasta.
243,beef_quinoa_243,beef,quinoa,green beans,cream sauce,718,58,32,40,3,2,455,43,balanced,beef:200g; quinoa:150g; green beans:100g; cream sauce:75g; oil:10g,"air fryer, oven","batch-cooking, meal-prep, balanced, air fryer, oven",1. Batch cook beef (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook green beans. 4. Combine beef with cream sauce. 5. Serve with quinoa.
244,salmon_quinoa_244,salmon,quinoa,onion,teriyaki,674,56,32,36,3,2,765,24,quick,salmon:200g; quinoa:150g; onion:100g; teriyaki:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, quick, air fryer, microwave, stovetop",1. Batch cook salmon (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook onion. 4. Combine salmon with teriyaki. 5. Serve with quinoa.
245,salmon_quinoa_245,salmon,quinoa,onion,teriyaki,674,56,32,36,3,2,603,20,quick,salmon:200g; quinoa:150g; onion:100g; teriyaki:75g; oil:10g,"air fryer, microwave, slow cooker","batch-cooking, meal-prep, quick, air fryer, microwave, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook onion. 4. Combine salmon with teriyaki. 5. Serve with quinoa.
246,shrimp_noodles_246,shrimp,noodles,broccoli,tomato sauce,462,48,40,12,4,2,630,66,weekend,shrimp:200g; noodles:150g; broccoli:100g; tomato sauce:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, weekend, air fryer, stovetop, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare noodles in bulk. 4. Cook broccoli. 5. Combine shrimp with tomato sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
247,lentils_noodles_247,lentils,noodles,spinach,soy sauce,484,18,80,10,8,4,320,20,quick,lentils:200g; noodles:150g; spinach:100g; soy sauce:75g; oil:10g,"air fryer, stovetop","batch-cooking, meal-prep, quick, air fryer, stovetop",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook spinach. 4. Combine lentils with soy sauce. 5. Serve with noodles.
248,shrimp_rice_248,shrimp,rice,zucchini,cream sauce,468,48,42,12,4,2,340,26,balanced,shrimp:200g; rice:150g; zucchini:100g; cream sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, balanced, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook zucchini. 4. Combine shrimp with cream sauce. 5. Serve with rice.
249,salmon_noodles_249,salmon,noodles,peppers,tomato sauce,686,50,40,36,4,2,418,49,weekend,salmon:200g; noodles:150g; peppers:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, weekend, air fryer, microwave, stovetop",1. Batch cook salmon (store for 2–3 meals). 2. Marinate the salmon for better flavor. 3. Prepare noodles in bulk. 4. Cook peppers. 5. Combine salmon with tomato sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
250,pork_quinoa_250,pork,quinoa,spinach,tomato sauce,708,60,32,38,3,2,435,32,balanced,pork:200g; quinoa:150g; spinach:100g; tomato sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, balanced, air fryer",1. Batch cook pork (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine pork with tomato sauce. 5. Serve with quinoa.
251,shrimp_noodles_251,shrimp,noodles,broccoli,soy sauce,462,48,40,12,4,2,781,13,quick,shrimp:200g; noodles:150g; broccoli:100g; soy sauce:75g; oil:10g,"air fryer, microwave, oven","batch-cooking, meal-prep, quick, air fryer, microwave, oven",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook broccoli. 4. Combine shrimp with soy sauce. 5. Serve with noodles.
252,pork_pasta_252,pork,pasta,peppers,garlic sauce,708,54,38,38,4,2,351,28,balanced,pork:200g; pasta:150g; peppers:100g; garlic sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, balanced, air fryer, microwave, stovetop",1. Batch cook pork (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook peppers. 4. Combine pork with garlic sauce. 5. Serve with pasta.
253,lentils_quinoa_253,lentils,quinoa,spinach,soy sauce,472,24,72,10,7,4,656,14,quick,lentils:200g; quinoa:150g; spinach:100g; soy sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, quick, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine lentils with soy sauce. 5. Serve with quinoa.
254,salmon_noodles_254,salmon,noodles,peppers,garlic sauce,686,50,40,36,4,2,604,76,weekend,salmon:200g; noodles:150g; peppers:100g; garlic sauce:75g; oil:10g,"oven, slow cooker","batch-cooking, meal-prep, weekend, oven, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Marinate the salmon for better flavor. 3. Prepare noodles in bulk. 4. Cook peppers. 5. Combine salmon with garlic sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
255,salmon_quinoa_255,salmon,quinoa,spinach,soy sauce,674,56,32,36,3,2,308,23,quick,salmon:200g; quinoa:150g; spinach:100g; soy sauce:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, quick, air fryer, stovetop, oven",1. Batch cook salmon (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine salmon with soy sauce. 5. Serve with quinoa.
256,pork_tortilla_256,pork,tortilla,green beans,soy sauce,858,54,75,38,8,4,668,11,quick,pork:200g; tortilla:150g; green beans:100g; soy sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook green beans. 4. Combine pork with soy sauce. 5. Serve with tortilla.
257,shrimp_potatoes_257,shrimp,potatoes,green beans,teriyaki,402,48,26,12,3,1,731,34,balanced,shrimp:200g; potatoes:150g; green beans:100g; teriyaki:75g; oil:10g,microwave,"batch-cooking, meal-prep, balanced, microwave",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine shrimp with teriyaki. 5. Serve with potatoes.
258,tofu_potatoes_258,tofu,potatoes,spinach,soy sauce,346,16,26,20,3,1,514,26,balanced,tofu:200g; potatoes:150g; spinach:100g; soy sauce:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, balanced, stovetop, oven, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook spinach. 4. Combine tofu with soy sauce. 5. Serve with potatoes.
259,pork_pasta_259,pork,pasta,spinach,tomato sauce,708,54,38,38,4,2,548,33,balanced,pork:200g; pasta:150g; spinach:100g; tomato sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, balanced, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook spinach. 4. Combine pork with tomato sauce. 5. Serve with pasta.
260,turkey_potatoes_260,turkey,potatoes,onion,teriyaki,460,58,26,14,3,1,411,33,balanced,turkey:200g; potatoes:150g; onion:100g; teriyaki:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, balanced, stovetop, oven, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook onion. 4. Combine turkey with teriyaki. 5. Serve with potatoes.
261,lentils_tortilla_261,lentils,tortilla,carrots,pesto,622,18,115,10,12,6,533,24,quick,lentils:200g; tortilla:150g; carrots:100g; pesto:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, quick, microwave, stovetop, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine lentils with pesto. 5. Serve with tortilla.
262,salmon_rice_262,salmon,rice,carrots,garlic sauce,692,50,42,36,4,2,368,18,quick,salmon:200g; rice:150g; carrots:100g; garlic sauce:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, quick, microwave, stovetop",1. Batch cook salmon (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook carrots. 4. Combine salmon with garlic sauce. 5. Serve with rice.
263,lentils_quinoa_263,lentils,quinoa,zucchini,tomato sauce,472,24,72,10,7,4,774,14,quick,lentils:200g; quinoa:150g; zucchini:100g; tomato sauce:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, quick, microwave, stovetop",1. Batch cook lentils (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook zucchini. 4. Combine lentils with tomato sauce. 5. Serve with quinoa.
264,chicken_potatoes_264,chicken,potatoes,zucchini,soy sauce,512,62,26,18,3,1,505,69,weekend,chicken:200g; potatoes:150g; zucchini:100g; soy sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, weekend, microwave",1. Batch cook chicken (store for 2–3 meals). 2. Marinate the chicken for better flavor. 3. Prepare potatoes in bulk. 4. Cook zucchini. 5. Combine chicken with soy sauce. 6. Serve with potatoes. 7. Plate carefully and add garnish.
265,turkey_potatoes_265,turkey,potatoes,broccoli,teriyaki,460,58,26,14,3,1,609,36,balanced,turkey:200g; potatoes:150g; broccoli:100g; teriyaki:75g; oil:10g,stovetop,"batch-cooking, meal-prep, balanced, stovetop",1. Batch cook turkey (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook broccoli. 4. Combine turkey with teriyaki. 5. Serve with potatoes.
266,beef_tortilla_266,beef,tortilla,zucchini,pesto,868,52,75,40,8,4,796,43,balanced,beef:200g; tortilla:150g; zucchini:100g; pesto:75g; oil:10g,"oven, slow cooker","batch-cooking, meal-prep, balanced, oven, slow cooker",1. Batch cook beef (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook zucchini. 4. Combine beef with pesto. 5. Serve with tortilla.
267,pork_rice_267,pork,rice,green beans,tomato sauce,726,54,42,38,4,2,679,33,balanced,pork:200g; rice:150g; green beans:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, slow cooker","batch-cooking, meal-prep, balanced, air fryer, microwave, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook green beans. 4. Combine pork with tomato sauce. 5. Serve with rice.
268,lentils_potatoes_268,lentils,potatoes,carrots,pesto,424,18,66,10,7,3,531,44,balanced,lentils:200g; potatoes:150g; carrots:100g; pesto:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, balanced, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook carrots. 4. Combine lentils with pesto. 5. Serve with potatoes.
269,beef_pasta_269,beef,pasta,carrots,teriyaki,718,52,38,40,4,2,380,10,quick,beef:200g; pasta:150g; carrots:100g; teriyaki:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, quick, air fryer, stovetop, oven",1. Batch cook beef (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine beef with teriyaki. 5. Serve with pasta.
270,chicken_potatoes_270,chicken,potatoes,peppers,cream sauce,512,62,26,18,3,1,721,15,quick,chicken:200g; potatoes:150g; peppers:100g; cream sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook peppers. 4. Combine chicken with cream sauce. 5. Serve with potatoes.
271,lentils_pasta_271,lentils,pasta,peppers,garlic sauce,472,18,78,10,8,4,467,21,quick,lentils:200g; pasta:150g; peppers:100g; garlic sauce:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, quick, air fryer, stovetop, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook peppers. 4. Combine lentils with garlic sauce. 5. Serve with pasta.
272,salmon_potatoes_272,salmon,potatoes,carrots,tomato sauce,626,50,26,36,3,1,610,34,balanced,salmon:200g; potatoes:150g; carrots:100g; tomato sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, balanced, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook carrots. 4. Combine salmon with tomato sauce. 5. Serve with potatoes.
273,lentils_rice_273,lentils,rice,spinach,teriyaki,490,18,82,10,8,4,515,25,balanced,lentils:200g; rice:150g; spinach:100g; teriyaki:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, balanced, stovetop, oven, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook spinach. 4. Combine lentils with teriyaki. 5. Serve with rice.
274,turkey_quinoa_274,turkey,quinoa,peppers,tomato sauce,508,64,32,14,3,2,566,28,balanced,turkey:200g; quinoa:150g; peppers:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, balanced, air fryer, microwave, stovetop",1. Batch cook turkey (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook peppers. 4. Combine turkey with tomato sauce. 5. Serve with quinoa.
275,salmon_noodles_275,salmon,noodles,carrots,soy sauce,686,50,40,36,4,2,462,16,quick,salmon:200g; noodles:150g; carrots:100g; soy sauce:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine salmon with soy sauce. 5. Serve with noodles.
276,lentils_tortilla_276,lentils,tortilla,carrots,garlic sauce,622,18,115,10,12,6,431,21,quick,lentils:200g; tortilla:150g; carrots:100g; garlic sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, quick, air fryer, microwave, stovetop",1. Batch cook lentils (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine lentils with garlic sauce. 5. Serve with tortilla.
277,beef_rice_277,beef,rice,spinach,soy sauce,736,52,42,40,4,2,323,42,balanced,beef:200g; rice:150g; spinach:100g; soy sauce:75g; oil:10g,"air fryer, oven, slow cooker","batch-cooking, meal-prep, balanced, air fryer, oven, slow cooker",1. Batch cook beef (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook spinach. 4. Combine beef with soy sauce. 5. Serve with rice.
278,pork_tortilla_278,pork,tortilla,onion,pesto,858,54,75,38,8,4,618,27,balanced,pork:200g; tortilla:150g; onion:100g; pesto:75g; oil:10g,microwave,"batch-cooking, meal-prep, balanced, microwave",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook onion. 4. Combine pork with pesto. 5. Serve with tortilla.
