id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,prep_time_min,difficulty,instructions
127,lentils_potatoes_meal_extra_127,lentils,potatoes,green beans,teriyaki,591,53,96,29,18,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
128,beef_pasta_meal_extra_128,beef,pasta,spinach,cream sauce,746,30,83,27,47,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the beef until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
129,lentils_quinoa_meal_extra_129,lentils,quinoa,carrots,teriyaki,717,27,57,12,19,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the lentils until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
130,shrimp_quinoa_meal_extra_130,shrimp,quinoa,carrots,tomato sauce,591,23,56,17,38,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the shrimp until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
131,chicken_potatoes_meal_extra_131,chicken,potatoes,broccoli,pesto,700,43,52,18,28,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
132,lentils_quinoa_meal_extra_132,lentils,quinoa,spinach,soy sauce,857,20,73,33,31,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
133,salmon_noodles_meal_extra_133,salmon,noodles,zucchini,teriyaki,892,31,43,13,15,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the salmon until done. 5. Add the zucchini and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
134,turkey_noodles_meal_extra_134,turkey,noodles,green beans,cream sauce,631,43,40,18,19,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
135,salmon_quinoa_meal_extra_135,salmon,quinoa,broccoli,garlic sauce,869,56,66,33,17,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
136,beef_noodles_meal_extra_136,beef,noodles,carrots,cream sauce,762,44,61,31,47,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the beef until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
137,salmon_rice_meal_extra_137,salmon,rice,peppers,cream sauce,478,22,95,17,30,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
138,tofu_potatoes_meal_extra_138,tofu,potatoes,zucchini,soy sauce,677,54,94,21,31,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the tofu until done. 5. Add the zucchini and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
139,tofu_rice_meal_extra_139,tofu,rice,spinach,pesto,878,25,87,22,39,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
140,salmon_potatoes_meal_extra_140,salmon,potatoes,green beans,pesto,790,49,77,35,22,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
141,tofu_rice_meal_extra_141,tofu,rice,carrots,soy sauce,820,27,61,16,28,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
142,tofu_pasta_meal_extra_142,tofu,pasta,broccoli,teriyaki,854,38,47,25,60,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
143,pork_potatoes_meal_extra_143,pork,potatoes,green beans,soy sauce,888,43,54,15,50,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the pork until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
144,tofu_rice_meal_extra_144,tofu,rice,carrots,cream sauce,488,38,98,28,59,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
145,chicken_potatoes_meal_extra_145,chicken,potatoes,broccoli,teriyaki,578,32,81,11,20,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
146,lentils_noodles_meal_extra_146,lentils,noodles,broccoli,tomato sauce,453,30,100,23,31,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
147,pork_quinoa_meal_extra_147,pork,quinoa,zucchini,pesto,850,28,100,11,36,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the pork until done. 5. Add the zucchini and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
148,chicken_potatoes_meal_extra_148,chicken,potatoes,peppers,soy sauce,417,39,97,10,14,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the chicken until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
149,lentils_quinoa_meal_extra_149,lentils,quinoa,carrots,pesto,765,31,69,23,14,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the lentils until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
150,shrimp_pasta_meal_extra_150,shrimp,pasta,green beans,teriyaki,660,34,84,18,45,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the shrimp until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
151,chicken_pasta_meal_extra_151,chicken,pasta,broccoli,tomato sauce,793,42,44,19,47,medium,1. Prepare the chicken by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
152,turkey_rice_meal_extra_152,turkey,rice,green beans,tomato sauce,625,32,45,19,31,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
153,tofu_rice_meal_extra_153,tofu,rice,broccoli,cream sauce,418,58,72,12,32,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
154,turkey_noodles_meal_extra_154,turkey,noodles,peppers,teriyaki,870,23,89,25,45,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the turkey until done. 5. Add the peppers and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
155,shrimp_pasta_meal_extra_155,shrimp,pasta,green beans,pesto,863,26,80,29,24,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the shrimp until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
156,shrimp_potatoes_meal_extra_156,shrimp,potatoes,spinach,soy sauce,741,25,64,23,26,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
157,tofu_potatoes_meal_extra_157,tofu,potatoes,broccoli,teriyaki,451,59,46,31,49,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
158,beef_noodles_meal_extra_158,beef,noodles,green beans,teriyaki,610,34,66,14,30,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the beef until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
159,pork_noodles_meal_extra_159,pork,noodles,carrots,cream sauce,462,41,83,22,44,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
160,beef_potatoes_meal_extra_160,beef,potatoes,green beans,cream sauce,446,45,59,10,57,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the beef until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the potatoes and serve.
161,chicken_rice_meal_extra_161,chicken,rice,carrots,cream sauce,726,50,85,11,33,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
162,turkey_potatoes_meal_extra_162,turkey,potatoes,zucchini,pesto,469,27,53,26,32,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
163,chicken_potatoes_meal_extra_163,chicken,potatoes,zucchini,garlic sauce,546,23,43,32,12,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the chicken until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
164,shrimp_pasta_meal_extra_164,shrimp,pasta,spinach,tomato sauce,745,22,100,35,46,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
165,beef_potatoes_meal_extra_165,beef,potatoes,broccoli,teriyaki,859,53,72,24,27,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
166,lentils_rice_meal_extra_166,lentils,rice,broccoli,pesto,617,41,81,16,17,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
167,pork_noodles_meal_extra_167,pork,noodles,peppers,soy sauce,424,36,98,35,14,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the pork until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
168,lentils_pasta_meal_extra_168,lentils,pasta,peppers,tomato sauce,412,60,66,15,53,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
169,lentils_pasta_meal_extra_169,lentils,pasta,broccoli,cream sauce,812,36,78,35,39,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
170,chicken_pasta_meal_extra_170,chicken,pasta,broccoli,tomato sauce,659,41,92,32,53,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
171,turkey_noodles_meal_extra_171,turkey,noodles,spinach,garlic sauce,600,24,70,34,14,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
172,beef_pasta_meal_extra_172,beef,pasta,peppers,soy sauce,440,22,48,23,16,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the beef until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
173,salmon_quinoa_meal_extra_173,salmon,quinoa,green beans,teriyaki,499,47,73,32,18,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
174,shrimp_rice_meal_extra_174,shrimp,rice,zucchini,teriyaki,468,47,79,13,40,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the shrimp until done. 5. Add the zucchini and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
175,tofu_quinoa_meal_extra_175,tofu,quinoa,spinach,cream sauce,851,35,87,24,38,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
176,pork_rice_meal_extra_176,pork,rice,spinach,teriyaki,531,36,70,14,38,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
177,shrimp_potatoes_meal_extra_177,shrimp,potatoes,zucchini,pesto,732,44,71,31,58,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the shrimp until done. 5. Add the zucchini and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
178,beef_quinoa_meal_extra_178,beef,quinoa,zucchini,teriyaki,885,32,72,14,22,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
179,shrimp_noodles_meal_extra_179,shrimp,noodles,peppers,soy sauce,817,24,43,30,33,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
180,lentils_potatoes_meal_extra_180,lentils,potatoes,carrots,soy sauce,452,34,80,25,21,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the lentils until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
181,lentils_noodles_meal_extra_181,lentils,noodles,green beans,soy sauce,793,22,41,13,17,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
182,salmon_pasta_meal_extra_182,salmon,pasta,carrots,pesto,410,50,70,17,54,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
183,tofu_pasta_meal_extra_183,tofu,pasta,carrots,pesto,768,40,41,23,20,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
184,beef_potatoes_meal_extra_184,beef,potatoes,carrots,soy sauce,670,24,43,33,60,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the beef until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
185,salmon_quinoa_meal_extra_185,salmon,quinoa,peppers,cream sauce,789,50,85,30,30,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
186,lentils_quinoa_meal_extra_186,lentils,quinoa,broccoli,soy sauce,739,37,54,26,56,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
187,turkey_quinoa_meal_extra_187,turkey,quinoa,spinach,soy sauce,620,34,67,35,53,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
188,turkey_potatoes_meal_extra_188,turkey,potatoes,carrots,teriyaki,516,58,50,27,46,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
189,tofu_rice_meal_extra_189,tofu,rice,green beans,garlic sauce,741,25,52,28,22,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the tofu until done. 5. Add the green beans and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
190,pork_noodles_meal_extra_190,pork,noodles,green beans,teriyaki,413,36,84,34,22,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the pork until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
191,turkey_noodles_meal_extra_191,turkey,noodles,carrots,teriyaki,576,42,59,34,46,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
192,salmon_rice_meal_extra_192,salmon,rice,broccoli,garlic sauce,499,60,73,24,52,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
193,beef_quinoa_meal_extra_193,beef,quinoa,green beans,tomato sauce,563,23,91,12,10,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the beef until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
194,salmon_noodles_meal_extra_194,salmon,noodles,zucchini,soy sauce,576,48,59,19,29,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the salmon until done. 5. Add the zucchini and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
195,shrimp_rice_meal_extra_195,shrimp,rice,broccoli,tomato sauce,509,32,52,18,37,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
196,turkey_pasta_meal_extra_196,turkey,pasta,zucchini,garlic sauce,495,27,95,12,31,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
197,pork_quinoa_meal_extra_197,pork,quinoa,broccoli,garlic sauce,857,27,97,20,30,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
198,beef_pasta_meal_extra_198,beef,pasta,green beans,garlic sauce,529,27,43,17,11,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the beef until done. 5. Add the green beans and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
199,beef_rice_meal_extra_199,beef,rice,broccoli,soy sauce,659,47,70,33,37,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
200,tofu_potatoes_meal_extra_200,tofu,potatoes,spinach,garlic sauce,735,54,47,21,26,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
201,chicken_pasta_meal_extra_201,chicken,pasta,carrots,teriyaki,429,46,94,29,45,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
202,tofu_noodles_meal_extra_202,tofu,noodles,broccoli,pesto,643,23,56,34,18,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
203,turkey_quinoa_meal_extra_203,turkey,quinoa,green beans,teriyaki,724,47,75,29,28,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
204,shrimp_quinoa_meal_extra_204,shrimp,quinoa,carrots,teriyaki,597,21,41,17,44,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the shrimp until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
205,turkey_noodles_meal_extra_205,turkey,noodles,peppers,garlic sauce,757,34,64,14,17,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the turkey until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
206,tofu_quinoa_meal_extra_206,tofu,quinoa,broccoli,cream sauce,712,57,84,14,59,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
207,pork_rice_meal_extra_207,pork,rice,broccoli,tomato sauce,827,40,50,26,58,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
208,shrimp_pasta_meal_extra_208,shrimp,pasta,green beans,cream sauce,473,51,78,13,44,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the shrimp until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
